student_id,age,gender,department,semester,attendance_pct,assignment_score_avg,internal_marks_avg,semester_gpa,study_hours_per_week,participation_score,prev_semester_gpa,backlogs,financial_aid,performance_category
STU-2024-1270,20,Female,MBA,5,87.77,82.37,87.48,8.11,25.0,6.24,8.13,0,False,High
STU-2024-1271,27,Other,ME,2,71.79,64.32,56.01,6.9,16.7,5.51,6.75,1,False,Medium
STU-2024-1272,22,Male,ME,3,87.73,80.31,77.32,8.65,19.8,6.65,9.01,0,True,High
STU-2024-1273,24,Male,ECE,1,94.69,69.74,75.01,7.86,27.3,6.87,7.84,0,False,High
STU-2024-1274,27,Male,IT,8,89.05,74.51,73.04,7.26,15.9,7.1,7.72,0,False,High
STU-2024-1275,20,Male,CS,6,50.23,25.79,50.01,4.38,11.0,3.2,3.01,5,True,At Risk
STU-2024-1276,26,Male,CE,7,82.13,82.72,61.45,8.13,26.3,7.05,8.71,0,False,High
STU-2024-1277,18,Female,EE,4,97.41,79.04,88.28,8.61,24.9,6.43,8.94,0,True,High
STU-2024-1278,21,Female,IT,5,65.94,58.33,63.48,6.46,13.9,5.28,5.84,2,False,Medium
STU-2024-1279,25,Female,ME,2,79.3,70.56,77.26,7.08,14.1,6.13,6.77,0,False,High
STU-2024-1280,25,Female,CE,7,84.19,85.0,55.8,5.09,5.3,4.75,4.61,2,False,Medium
STU-2024-1281,18,Male,CE,3,67.54,72.58,74.37,8.12,12.2,7.74,8.43,0,True,High
STU-2024-1282,23,Female,CS,5,92.65,93.67,82.79,8.44,24.3,7.57,8.44,0,False,High
STU-2024-1283,25,Female,MBA,1,62.31,70.51,60.56,7.02,13.6,4.86,7.08,1,True,Medium
STU-2024-1284,18,Male,EE,7,71.18,92.01,66.13,8.87,19.6,6.41,9.26,0,False,High
STU-2024-1285,26,Male,EE,2,100.0,81.22,87.78,7.42,29.6,7.02,7.58,0,True,High
STU-2024-1286,19,Female,IT,1,81.92,67.28,66.04,5.17,14.4,8.0,4.44,3,True,Medium
STU-2024-1287,23,Female,ECE,3,86.65,77.98,70.02,8.15,20.6,7.64,7.92,0,False,High
STU-2024-1288,24,Male,ME,1,34.68,20.0,47.56,5.2,4.0,3.55,4.87,4,False,At Risk
STU-2024-1289,20,Male,EE,6,71.04,68.64,66.1,7.81,16.5,5.5,7.18,2,True,Medium
STU-2024-1290,24,Female,ECE,2,80.66,65.86,50.75,6.21,7.6,5.78,5.42,0,False,Medium
STU-2024-1291,20,Female,CE,7,63.89,53.46,60.0,7.19,7.9,6.91,6.12,0,False,Medium
STU-2024-1292,22,Female,CS,5,53.97,33.39,40.15,4.06,6.9,3.3,4.03,4,False,At Risk
STU-2024-1293,24,Female,MBA,4,93.28,60.85,75.33,8.24,21.4,7.65,8.12,0,False,High
STU-2024-1294,24,Male,IT,4,79.89,57.67,45.48,6.65,18.5,5.21,6.67,1,False,Medium
STU-2024-1295,21,Female,ME,1,91.14,78.79,66.12,7.37,30.0,6.58,7.6,0,True,High
STU-2024-1296,27,Female,ME,3,85.95,79.8,76.4,7.58,26.7,7.59,7.43,0,True,High
STU-2024-1297,20,Male,ME,4,84.03,85.42,68.32,8.04,21.0,6.02,7.92,0,False,High
STU-2024-1298,27,Male,ECE,4,68.4,70.0,79.71,8.19,23.2,8.39,8.13,0,False,High
STU-2024-1299,23,Female,CE,4,45.36,47.83,46.77,2.77,10.4,1.35,2.0,3,False,At Risk
STU-2024-1300,21,Female,CE,8,74.42,63.8,59.42,5.32,12.0,4.7,5.71,2,False,Medium
STU-2024-1301,19,Male,ECE,5,77.63,67.03,69.14,6.88,16.7,5.95,6.55,0,False,High
STU-2024-1302,20,Male,IT,2,61.42,47.41,67.67,7.28,19.8,3.94,7.14,0,False,Medium
STU-2024-1303,27,Female,IT,3,94.4,69.54,92.22,8.42,20.0,8.0,8.26,0,False,High
STU-2024-1304,25,Female,EE,3,51.66,51.11,49.56,4.14,6.0,3.88,3.77,1,False,Medium
STU-2024-1305,23,Male,IT,3,67.83,41.52,57.53,7.18,22.3,3.28,7.31,0,False,Medium
STU-2024-1306,22,Male,ME,5,92.15,81.67,84.31,6.8,27.1,10.0,6.39,0,False,High
STU-2024-1307,22,Female,MBA,6,89.72,77.18,65.68,8.71,16.5,7.53,8.61,0,False,High
STU-2024-1308,19,Male,CS,2,92.14,71.94,81.67,7.29,20.1,7.64,7.45,0,False,High
STU-2024-1309,18,Male,ECE,4,100.0,62.62,77.66,8.54,22.1,7.07,8.91,0,False,High
STU-2024-1310,18,Male,IT,6,88.73,76.47,75.37,9.14,27.4,9.76,9.3,0,False,High
STU-2024-1311,24,Female,CE,1,94.58,83.56,78.11,8.2,16.7,4.88,8.23,0,True,High
STU-2024-1312,21,Female,MBA,1,91.36,83.08,86.16,8.54,20.3,8.59,8.81,1,False,High
STU-2024-1313,19,Male,ME,7,61.63,48.36,52.57,3.11,1.0,0.57,3.02,2,False,At Risk
STU-2024-1314,24,Male,ECE,5,57.6,63.79,72.86,5.97,8.3,5.96,5.74,0,False,Medium
STU-2024-1315,27,Other,ECE,8,82.28,77.4,76.23,7.99,21.0,7.02,8.24,0,False,High
STU-2024-1316,24,Female,CS,8,73.94,73.52,43.76,6.41,16.8,5.69,5.71,0,True,Medium
STU-2024-1317,27,Other,ME,5,64.36,39.46,47.77,4.9,5.8,4.23,4.63,3,True,At Risk
STU-2024-1318,19,Male,ME,1,90.56,73.54,81.01,8.14,21.6,5.56,8.07,0,True,High
STU-2024-1319,19,Female,IT,5,83.48,78.28,76.83,8.84,24.0,4.0,8.45,0,True,High
STU-2024-1320,26,Female,MBA,2,50.13,50.83,76.9,5.31,15.9,3.63,5.4,0,False,Medium
STU-2024-1321,20,Male,CS,8,80.21,43.04,60.15,5.96,16.9,2.19,5.1,2,True,Medium
STU-2024-1322,21,Female,CS,4,42.84,48.48,36.04,4.58,8.9,2.42,4.47,3,False,At Risk
STU-2024-1323,20,Female,IT,1,87.1,59.54,55.62,6.46,17.2,6.02,7.32,0,False,High
STU-2024-1324,25,Male,CE,8,88.63,77.86,83.83,8.99,19.4,7.19,9.02,0,True,High
STU-2024-1325,24,Male,IT,5,63.84,35.7,51.3,5.71,5.2,4.31,5.09,2,True,Medium
STU-2024-1326,26,Female,CS,2,61.09,65.0,20.0,4.84,10.4,4.65,3.65,3,False,At Risk
STU-2024-1327,21,Other,ME,8,85.37,67.37,69.09,7.04,24.1,7.16,6.99,0,True,High
STU-2024-1328,21,Female,ME,2,91.45,77.36,84.66,9.14,17.3,6.62,9.03,0,False,High
STU-2024-1329,18,Other,MBA,2,90.35,68.96,78.5,8.67,13.0,6.15,8.93,0,False,High
STU-2024-1330,18,Female,ME,7,60.51,37.68,45.37,3.25,6.3,6.0,2.0,0,True,Medium
STU-2024-1331,25,Male,ECE,7,70.32,37.34,46.76,3.59,8.6,4.6,3.05,3,True,At Risk
STU-2024-1332,20,Female,MBA,2,43.14,40.22,37.75,4.92,5.7,5.29,4.01,0,False,At Risk
STU-2024-1333,25,Female,ECE,5,83.25,74.45,50.92,5.88,13.1,5.09,5.55,0,False,High
STU-2024-1334,21,Male,MBA,6,79.56,63.43,69.26,5.14,15.4,5.89,5.42,0,False,Medium
STU-2024-1335,24,Female,ME,7,79.82,59.21,75.24,5.74,11.1,5.69,6.08,0,True,Medium
STU-2024-1336,19,Female,IT,2,41.44,60.77,39.6,4.31,1.0,1.62,4.91,1,True,At Risk
STU-2024-1337,27,Female,MBA,4,50.2,54.61,61.31,2.51,5.7,2.8,2.0,1,False,At Risk
STU-2024-1338,25,Male,MBA,7,81.12,69.22,78.09,8.09,12.6,6.22,8.32,0,False,High
STU-2024-1339,23,Male,ME,3,67.32,73.05,72.74,6.04,19.1,5.46,5.25,1,False,Medium
STU-2024-1340,19,Female,ECE,4,77.08,58.71,46.36,6.79,23.4,4.78,6.86,1,False,Medium
STU-2024-1341,18,Male,EE,2,76.44,73.2,58.49,6.93,7.8,6.78,6.81,0,True,High
STU-2024-1342,24,Female,IT,4,61.67,53.98,59.32,4.95,17.0,5.36,4.34,0,False,Medium
STU-2024-1343,21,Female,CE,7,67.57,82.71,48.83,7.47,19.2,5.12,7.35,0,False,High
STU-2024-1344,25,Female,ME,7,71.3,41.66,48.04,8.5,13.8,7.16,8.7,0,False,Medium
STU-2024-1345,22,Female,CE,2,85.62,80.17,76.86,7.77,21.8,7.83,7.81,0,False,High
STU-2024-1346,22,Male,ECE,5,57.22,53.58,40.54,6.5,13.1,5.1,6.54,0,False,Medium
STU-2024-1347,26,Female,ECE,2,82.56,46.9,62.31,5.88,24.7,7.66,5.38,2,False,Medium
STU-2024-1348,24,Female,CS,2,70.73,79.09,72.44,5.82,19.1,3.73,5.8,0,True,High
STU-2024-1349,26,Female,CS,3,82.19,57.59,55.12,6.52,11.1,8.0,6.65,0,True,Medium
STU-2024-1350,23,Male,EE,8,36.27,55.61,41.2,3.22,13.3,3.96,2.82,1,False,At Risk
STU-2024-1351,21,Female,EE,3,72.4,49.57,49.04,6.21,21.3,6.05,6.18,0,True,Medium
STU-2024-1352,19,Male,EE,3,91.16,73.06,76.92,7.91,17.6,9.71,8.33,0,False,High
STU-2024-1353,27,Female,ECE,4,90.97,85.21,81.55,6.73,28.0,9.33,6.58,0,True,High
STU-2024-1354,23,Male,MBA,8,86.89,83.18,75.83,7.8,23.5,7.51,7.43,1,True,High
STU-2024-1355,20,Male,CS,2,70.22,63.82,51.36,7.24,17.5,5.82,6.62,0,False,Medium
STU-2024-1356,19,Female,CE,7,65.17,51.35,54.38,6.06,9.1,4.96,5.78,0,False,Medium
STU-2024-1357,19,Male,ME,2,82.11,43.57,58.29,6.57,16.7,5.67,6.54,3,False,Medium
STU-2024-1358,22,Female,CS,3,83.1,84.64,68.23,7.84,27.6,7.93,7.86,0,False,High
STU-2024-1359,20,Male,CS,4,43.96,48.46,62.0,3.68,8.1,1.66,3.38,3,False,At Risk
STU-2024-1360,25,Other,MBA,5,65.6,44.61,47.53,3.57,5.4,2.87,3.4,2,False,At Risk
STU-2024-1361,20,Male,MBA,5,84.03,71.12,75.34,8.89,19.8,8.57,9.11,0,False,High
STU-2024-1362,23,Male,CE,8,82.61,77.87,68.9,8.14,21.0,5.99,8.07,0,False,High
STU-2024-1363,21,Female,MBA,8,78.35,74.54,73.21,7.04,17.4,3.76,6.57,0,True,High
STU-2024-1364,26,Female,ME,7,47.98,45.65,46.01,3.42,5.7,2.5,2.92,1,True,At Risk
STU-2024-1365,25,Female,EE,2,59.8,55.81,47.97,2.87,4.1,3.21,2.38,4,False,At Risk
STU-2024-1366,26,Male,MBA,1,77.46,63.62,89.98,7.83,20.0,7.81,8.02,0,False,High
STU-2024-1367,20,Male,MBA,8,95.1,70.36,68.52,8.32,31.6,8.38,8.63,0,True,High
STU-2024-1368,25,Male,IT,3,60.93,58.61,40.0,5.79,6.9,6.48,5.63,2,True,Medium
STU-2024-1369,21,Male,EE,6,77.81,63.26,58.67,6.25,18.3,3.33,6.24,0,False,Medium
STU-2024-1370,22,Male,EE,8,62.38,35.75,40.71,2.0,6.9,2.84,2.0,3,False,At Risk
STU-2024-1371,18,Male,CE,1,43.83,54.8,33.36,3.64,4.2,4.84,2.9,3,False,At Risk
STU-2024-1372,20,Female,ECE,2,55.52,47.43,51.64,3.59,1.4,5.36,2.6,4,True,At Risk
STU-2024-1373,25,Female,MBA,3,90.0,74.31,51.9,4.64,16.4,3.56,4.27,3,False,Medium
STU-2024-1374,27,Male,MBA,7,68.27,32.38,35.21,4.4,9.0,0.81,3.89,1,False,Medium
STU-2024-1375,25,Male,IT,5,71.82,57.42,55.54,5.37,16.0,6.3,5.19,1,False,Medium
STU-2024-1376,20,Female,ME,1,92.36,67.93,79.21,7.69,15.9,6.99,8.01,0,False,High
STU-2024-1377,24,Female,CE,3,47.38,54.34,29.1,4.72,5.3,3.85,3.54,4,True,At Risk
STU-2024-1378,27,Female,ME,2,42.86,31.45,30.04,4.71,12.4,3.44,3.4,1,True,At Risk
STU-2024-1379,23,Male,CS,1,59.59,49.38,25.86,4.92,7.1,4.91,5.13,4,False,At Risk
STU-2024-1380,23,Male,MBA,7,30.7,23.51,55.59,2.2,5.3,5.01,2.0,3,True,At Risk
STU-2024-1381,27,Male,CE,8,63.54,63.52,20.62,3.98,12.1,2.6,3.88,4,False,At Risk
STU-2024-1382,26,Male,EE,4,91.94,78.64,86.88,8.02,25.1,8.08,7.78,0,False,High
STU-2024-1383,22,Other,CE,8,74.72,61.9,68.28,6.42,10.3,7.23,5.25,0,False,Medium
STU-2024-1384,23,Female,MBA,7,85.51,78.14,95.8,8.78,20.8,6.52,8.48,0,True,High
STU-2024-1385,26,Male,CS,5,91.93,87.66,75.28,8.2,27.3,6.85,8.54,0,False,High
STU-2024-1386,25,Male,EE,1,68.81,62.23,85.41,6.94,23.3,5.94,6.69,0,True,High
STU-2024-1387,25,Male,CS,5,59.48,58.0,66.91,6.44,11.8,6.0,5.87,0,True,Medium
STU-2024-1388,24,Male,CS,4,59.74,78.85,40.0,7.37,15.3,6.89,6.95,1,False,Medium
STU-2024-1389,21,Male,ECE,1,61.66,49.03,50.74,2.45,4.3,5.47,2.0,4,True,At Risk
STU-2024-1390,22,Male,CS,7,70.74,69.94,58.61,7.86,17.1,3.37,7.49,1,False,Medium
STU-2024-1391,21,Male,ME,3,50.0,50.58,43.15,4.87,15.5,7.79,5.39,2,True,At Risk
STU-2024-1392,19,Male,CS,5,60.37,65.42,70.83,5.26,18.2,4.99,5.2,0,False,Medium
STU-2024-1393,20,Male,ECE,3,39.56,34.46,45.33,4.59,6.1,5.43,4.46,3,False,At Risk
STU-2024-1394,25,Male,IT,5,82.19,75.27,71.68,8.17,26.9,7.12,7.87,0,True,High
STU-2024-1395,25,Male,ECE,5,59.31,66.51,69.6,6.15,20.3,5.41,5.5,1,False,Medium
STU-2024-1396,22,Female,EE,4,34.74,51.67,49.86,4.57,3.6,4.58,4.02,3,False,At Risk
STU-2024-1397,26,Male,ECE,3,68.9,29.66,37.88,4.73,7.1,2.47,3.27,4,False,At Risk
STU-2024-1398,26,Male,CE,8,69.13,71.73,52.44,6.79,11.5,5.22,6.66,3,False,Medium
STU-2024-1399,26,Male,CE,2,85.49,52.67,51.8,4.71,21.2,6.84,4.37,1,True,Medium
STU-2024-1400,18,Male,MBA,8,89.9,78.95,82.48,7.77,21.9,5.06,8.19,0,False,High
STU-2024-1401,21,Male,ECE,1,74.88,51.04,65.52,6.28,5.2,4.75,5.66,1,False,Medium
STU-2024-1402,18,Female,ME,4,87.05,77.58,71.24,7.05,10.6,6.49,7.54,0,False,High
STU-2024-1403,25,Male,CS,1,64.22,68.13,53.95,6.89,13.3,7.63,6.91,0,True,Medium
STU-2024-1404,21,Female,CS,1,86.95,69.73,80.74,7.88,18.8,6.18,7.77,0,False,High
STU-2024-1405,23,Male,ECE,3,68.35,55.28,59.51,6.8,13.2,2.0,6.7,1,False,Medium
STU-2024-1406,27,Female,CS,8,92.38,88.34,68.44,8.11,17.4,9.45,8.12,0,False,High
STU-2024-1407,26,Male,IT,4,67.49,60.5,58.14,6.32,18.6,7.75,5.6,0,True,Medium
STU-2024-1408,26,Male,IT,6,96.84,76.08,74.42,8.01,20.5,8.03,8.02,0,True,High
STU-2024-1409,23,Female,CE,2,56.0,69.07,58.29,6.64,9.5,5.02,6.24,0,True,Medium
STU-2024-1410,19,Male,CE,2,84.2,87.03,78.13,7.45,24.1,8.85,7.18,0,False,High
STU-2024-1411,21,Other,ME,4,80.86,64.94,50.71,5.13,15.1,6.0,5.54,2,False,Medium
STU-2024-1412,23,Male,ECE,5,50.0,85.0,40.0,5.63,24.7,8.0,6.11,0,False,Medium
STU-2024-1413,24,Female,ECE,4,76.17,41.56,54.69,6.46,9.9,4.46,6.37,1,False,Medium
STU-2024-1414,20,Female,MBA,1,62.11,35.22,20.0,4.34,10.7,4.72,3.41,3,False,At Risk
STU-2024-1415,21,Male,MBA,1,79.31,57.9,52.76,4.88,9.4,5.07,4.06,1,True,Medium
STU-2024-1416,27,Female,CE,2,100.0,72.11,59.01,8.41,22.7,8.12,8.21,0,False,High
STU-2024-1417,26,Male,CE,3,72.65,85.74,83.27,8.7,21.1,8.22,8.97,0,True,High
STU-2024-1418,23,Male,ECE,6,69.44,47.08,50.51,5.55,6.6,6.0,4.17,0,False,Medium
STU-2024-1419,21,Male,ECE,5,60.16,57.96,38.17,3.71,6.4,5.2,3.6,1,False,Medium
STU-2024-1420,27,Male,ME,3,44.24,23.52,30.32,5.41,4.1,2.46,4.96,4,False,At Risk
STU-2024-1421,26,Female,ECE,6,77.57,91.94,67.38,8.71,21.4,8.37,8.65,0,False,High
STU-2024-1422,21,Female,ECE,6,77.49,59.02,64.44,7.02,19.4,4.4,6.45,0,True,High
STU-2024-1423,25,Male,ME,5,82.16,47.33,60.09,7.79,12.8,6.9,7.78,0,False,High
STU-2024-1424,21,Male,CS,6,92.65,83.21,76.57,8.87,18.6,7.83,9.13,0,True,High
STU-2024-1425,20,Male,ME,3,25.68,49.03,48.69,4.12,3.6,2.83,4.68,0,False,At Risk
STU-2024-1426,21,Female,MBA,1,43.76,54.2,24.93,6.02,11.6,2.78,5.12,1,True,At Risk
STU-2024-1427,24,Other,ME,5,94.72,84.85,71.73,7.79,23.8,10.0,7.74,0,False,High
STU-2024-1428,21,Male,CE,2,87.9,89.93,74.07,7.44,20.8,8.07,7.95,0,False,High
STU-2024-1429,22,Female,IT,7,86.5,88.26,75.3,9.66,16.1,7.32,9.49,0,True,High
STU-2024-1430,21,Male,ECE,7,61.24,56.68,22.38,3.96,8.6,4.37,3.95,1,False,At Risk
STU-2024-1431,23,Male,IT,6,82.69,71.63,83.14,7.4,18.7,8.9,7.16,1,False,High
STU-2024-1432,18,Male,CS,2,87.59,66.91,66.26,8.41,17.4,8.65,8.5,0,True,High
STU-2024-1433,23,Other,IT,7,55.07,42.96,53.54,3.18,11.6,4.22,2.29,5,True,At Risk
STU-2024-1434,26,Female,ECE,5,74.52,69.07,54.94,6.63,18.2,5.7,6.14,0,False,Medium
STU-2024-1435,20,Female,MBA,3,42.95,62.32,53.47,4.23,15.7,2.11,3.7,3,False,At Risk
STU-2024-1436,26,Male,ME,5,56.5,36.58,44.48,5.53,5.6,4.44,4.31,2,False,At Risk
STU-2024-1437,18,Male,MBA,6,93.87,73.12,81.51,7.62,31.9,6.54,7.35,1,False,High
STU-2024-1438,21,Male,EE,2,56.6,46.73,28.92,5.81,10.6,5.24,5.05,5,False,At Risk
STU-2024-1439,26,Female,IT,8,86.54,65.86,90.24,8.59,19.0,7.99,8.14,0,False,High
STU-2024-1440,19,Male,ECE,2,62.66,38.93,30.45,4.9,6.4,4.32,4.19,3,False,At Risk
STU-2024-1441,21,Male,CS,4,37.84,30.8,42.36,2.95,6.2,3.85,2.24,3,False,At Risk
STU-2024-1442,20,Male,MBA,1,67.38,86.3,78.15,7.24,24.0,7.82,7.07,0,False,High
STU-2024-1443,25,Male,EE,8,77.91,80.01,84.41,7.62,24.2,8.55,7.3,0,False,High
STU-2024-1444,26,Male,ME,8,83.86,71.11,81.22,7.61,13.9,7.06,7.95,0,False,High
STU-2024-1445,24,Female,ECE,7,34.21,42.24,38.02,4.99,14.4,5.44,3.87,5,False,At Risk
STU-2024-1446,26,Male,IT,6,50.64,51.45,39.81,3.93,10.8,2.4,3.56,4,False,At Risk
STU-2024-1447,21,Male,ME,2,89.52,72.43,60.45,6.15,7.4,6.15,5.68,1,True,High
STU-2024-1448,22,Female,ME,5,77.96,84.81,73.53,7.52,19.6,8.61,6.99,0,False,High
STU-2024-1449,25,Male,CS,8,85.62,62.16,65.01,6.93,14.3,5.39,7.15,3,False,Medium
STU-2024-1450,19,Female,IT,8,86.17,77.98,64.36,8.12,23.6,7.59,8.25,0,False,High
STU-2024-1451,24,Female,IT,7,86.0,81.64,71.27,7.69,16.0,7.71,7.39,0,True,High
STU-2024-1452,20,Female,MBA,4,60.99,72.64,64.52,5.42,15.3,6.14,5.29,0,False,Medium
STU-2024-1453,24,Male,IT,5,53.88,65.0,50.74,3.87,5.3,2.2,3.9,2,True,Medium
STU-2024-1454,20,Female,CS,1,69.57,59.15,61.72,7.83,24.5,7.12,7.49,0,False,High
STU-2024-1455,26,Male,ECE,5,87.57,80.61,79.07,7.48,23.2,9.62,7.35,0,True,High
STU-2024-1456,22,Other,ME,2,87.08,83.84,73.77,9.02,17.6,9.23,9.09,0,False,High
STU-2024-1457,18,Male,ECE,2,87.73,75.67,84.69,8.42,23.3,8.72,8.46,0,True,High
STU-2024-1458,21,Male,CE,2,59.39,46.07,62.0,2.28,6.9,2.73,2.26,4,False,At Risk
STU-2024-1459,20,Male,EE,1,75.16,73.13,69.87,8.21,20.9,8.03,8.21,0,True,High
STU-2024-1460,27,Female,IT,3,93.12,87.92,69.79,7.26,14.9,7.61,7.09,0,True,High
STU-2024-1461,18,Male,IT,6,86.32,82.88,78.57,7.68,25.6,8.57,7.36,1,False,High
STU-2024-1462,22,Male,CS,7,92.04,72.65,78.72,6.0,19.3,7.91,5.88,0,True,High
STU-2024-1463,27,Male,MBA,4,86.38,82.16,79.38,7.81,22.5,7.05,7.38,0,True,High
STU-2024-1464,18,Female,IT,4,52.75,45.58,55.11,4.16,4.8,4.07,4.06,3,True,At Risk
STU-2024-1465,26,Male,CE,8,86.45,88.56,81.21,9.52,26.6,5.19,9.4,0,False,High
STU-2024-1466,21,Female,IT,3,30.59,47.27,40.54,5.06,2.3,4.94,3.81,1,False,At Risk
STU-2024-1467,19,Male,EE,2,79.92,96.81,90.6,6.98,16.2,8.05,6.65,0,True,High
STU-2024-1468,19,Female,EE,4,73.83,80.36,69.16,7.04,12.0,2.1,7.36,1,False,High
STU-2024-1469,24,Female,MBA,2,49.54,59.02,35.15,5.16,13.4,1.98,4.83,2,True,At Risk
STU-2024-1470,24,Female,ECE,4,76.17,66.52,53.92,5.5,19.1,7.25,5.49,1,True,Medium
STU-2024-1471,23,Female,ME,6,88.5,68.87,71.64,7.79,25.0,7.8,7.5,0,False,High
STU-2024-1472,21,Female,ME,2,56.07,43.77,72.11,6.77,17.9,4.55,6.15,1,False,Medium
STU-2024-1473,24,Male,ECE,8,86.31,81.28,71.31,7.36,34.1,6.87,7.54,0,True,High
STU-2024-1474,18,Male,IT,6,73.27,54.58,48.8,3.69,2.8,1.22,3.68,5,False,At Risk
STU-2024-1475,23,Female,CE,5,92.7,78.34,83.26,7.93,20.8,8.36,8.15,0,True,High
STU-2024-1476,25,Male,IT,3,79.98,55.46,66.29,6.45,5.0,7.19,5.15,1,False,Medium
STU-2024-1477,25,Male,IT,1,79.07,64.5,59.54,6.52,16.5,5.46,5.57,0,False,High
STU-2024-1478,23,Male,CS,2,90.0,72.79,40.0,6.1,5.2,5.07,5.71,0,True,Medium
STU-2024-1479,23,Female,IT,1,40.66,31.12,53.14,4.3,7.2,6.0,4.77,1,False,At Risk
STU-2024-1480,21,Male,EE,1,83.02,75.8,75.77,8.45,22.1,5.89,8.48,0,False,High
STU-2024-1481,24,Male,ECE,4,87.78,76.33,84.69,8.26,26.5,6.76,8.34,0,True,High
STU-2024-1482,20,Male,IT,6,67.87,48.12,66.94,7.02,11.4,4.39,7.29,1,False,Medium
STU-2024-1483,22,Male,CE,3,48.37,43.42,57.06,6.17,7.8,1.93,5.4,2,True,Medium
STU-2024-1484,20,Male,CS,4,47.8,29.86,28.85,3.4,13.6,2.82,2.0,2,False,At Risk
STU-2024-1485,23,Male,IT,5,73.49,61.18,49.99,6.47,17.4,4.91,6.91,0,True,Medium
STU-2024-1486,22,Female,CE,2,74.99,80.16,76.09,7.48,22.1,5.9,7.44,0,False,High
STU-2024-1487,22,Female,CE,5,88.24,78.97,77.0,8.19,26.2,8.38,8.19,0,False,High
STU-2024-1488,18,Male,IT,1,81.32,81.23,83.2,8.01,22.8,7.62,7.75,0,False,High
STU-2024-1489,27,Male,ME,2,43.38,35.76,51.01,4.29,1.0,3.86,2.76,0,False,At Risk
STU-2024-1490,18,Female,CS,1,60.75,65.59,55.92,5.86,13.6,4.03,6.08,0,False,Medium
STU-2024-1491,24,Male,CS,4,79.26,83.28,68.91,8.18,25.3,8.06,7.98,0,False,High
STU-2024-1492,21,Male,EE,2,94.58,73.3,74.71,9.45,17.7,5.61,9.65,0,False,High
STU-2024-1493,23,Female,IT,1,84.32,82.03,72.51,8.41,23.4,8.5,8.12,0,False,High
STU-2024-1494,24,Male,ME,8,54.27,30.0,62.0,3.78,1.0,6.0,3.02,2,True,At Risk
STU-2024-1495,22,Female,CS,7,82.14,74.6,46.92,5.06,7.9,4.45,5.63,1,False,Medium
STU-2024-1496,23,Male,MBA,5,81.56,78.03,51.44,8.17,24.8,4.99,8.18,0,True,High
STU-2024-1497,21,Male,CS,5,89.32,77.42,83.42,7.59,19.7,4.32,7.41,0,False,High
STU-2024-1498,26,Male,CE,1,92.45,87.6,75.33,10.0,16.0,8.27,9.88,0,True,High
STU-2024-1499,19,Female,ME,7,58.13,51.28,59.42,3.0,1.0,3.1,2.1,2,False,At Risk
STU-2024-1500,24,Female,ECE,5,91.99,92.94,63.49,6.65,18.3,8.35,6.33,0,True,High
STU-2025-1501,22,Female,IT,4,59.38,38.9,37.45,5.01,1.6,0.0,4.29,4,False,At Risk
STU-2025-1502,21,Male,CS,6,61.17,56.01,35.56,4.1,2.1,2.36,2.83,4,False,At Risk
STU-2025-1503,20,Female,CE,4,88.13,72.76,74.3,7.7,22.2,6.62,7.39,0,True,High
STU-2025-1504,25,Male,ECE,3,88.83,79.09,75.57,8.5,24.0,8.35,8.72,0,False,High
STU-2025-1505,21,Male,MBA,4,68.4,53.12,67.62,6.18,9.1,5.15,5.72,0,False,Medium
STU-2025-1506,24,Other,MBA,7,88.47,59.56,75.08,7.63,18.3,6.31,8.1,0,True,High
STU-2025-1507,20,Female,ECE,7,32.57,32.23,38.92,2.42,7.5,4.45,2.62,0,True,At Risk
STU-2025-1508,27,Male,ME,2,72.96,40.9,57.17,6.95,15.8,3.63,6.05,0,False,Medium
STU-2025-1509,27,Female,CS,4,31.68,25.72,33.42,3.52,1.0,0.64,3.56,3,True,At Risk
STU-2025-1510,25,Female,ECE,1,70.33,67.78,43.6,4.78,27.0,4.29,4.42,1,True,Medium
STU-2025-1511,23,Male,CS,1,57.67,64.35,31.84,3.2,3.9,0.04,2.61,1,True,At Risk
STU-2025-1512,25,Male,EE,7,60.61,53.91,45.45,4.64,5.2,3.76,4.04,4,False,At Risk
STU-2025-1513,22,Male,CE,4,85.95,74.19,70.76,8.43,17.7,7.2,8.6,0,False,High
STU-2025-1514,23,Male,EE,2,55.3,50.22,46.11,2.94,11.7,1.89,3.14,4,False,At Risk
STU-2025-1515,26,Male,CS,4,51.53,76.55,59.55,7.3,15.8,6.02,7.32,2,False,Medium
STU-2025-1516,21,Male,ME,6,91.47,71.1,85.37,8.89,28.8,5.87,8.54,0,False,High
STU-2025-1517,21,Female,MBA,7,90.0,56.06,52.33,7.1,14.5,6.05,7.43,0,False,High
STU-2025-1518,19,Male,MBA,1,69.28,78.56,79.25,6.54,26.1,4.9,6.5,0,True,High
STU-2025-1519,18,Male,IT,2,69.25,63.02,75.98,5.54,17.4,3.1,5.84,0,False,Medium
STU-2025-1520,27,Male,ECE,8,79.39,84.07,64.4,8.08,18.8,10.0,7.75,0,False,High
STU-2025-1521,26,Female,ME,1,100.0,71.97,71.52,8.24,21.9,8.5,8.39,0,False,High
STU-2025-1522,21,Male,CS,3,45.78,50.66,29.2,2.0,12.8,3.17,2.0,2,False,At Risk
STU-2025-1523,22,Male,ECE,3,60.37,36.96,39.89,4.98,5.7,2.53,4.92,5,True,At Risk
